COD LOCAL,NOMBRELOCAL,FECHA,VENTANETA
"72320,FR_LA BASILICA,2024-02-04 ,""379,778248"""
"72320,FR_LA BASILICA,2024-02-05 ,""1781,304273"""
"72320,FR_LA BASILICA,2024-02-06 ,""541,064701"""
"72320,FR_LA BASILICA,2024-02-07 ,""987,850632"""
"72321,FR_TAMBILLO,2024-02-01 ,""944,845709"""
"72321,FR_TAMBILLO,2024-02-02 ,""854,219442"""
"72321,FR_TAMBILLO,2024-02-03 ,""725,303655"""
"72321,FR_TAMBILLO,2024-02-04 ,""756,561798"""
"72321,FR_TAMBILLO,2024-02-05 ,""1328,745395"""
"72321,FR_TAMBILLO,2024-02-06 ,""1003,949971"""
"72321,FR_TAMBILLO,2024-02-07 ,""871,633528"""
"72322,FR_JUAN CAMACARO,2024-02-01 ,""605,16175"""
"72322,FR_JUAN CAMACARO,2024-02-02 ,""525,358184"""
"72322,FR_JUAN CAMACARO,2024-02-03 ,""336,632584"""
"72322,FR_JUAN CAMACARO,2024-02-04 ,""387,655161"""
"72322,FR_JUAN CAMACARO,2024-02-05 ,""745,99831"""
"72322,FR_JUAN CAMACARO,2024-02-06 ,""436,483098"""
"72322,FR_JUAN CAMACARO,2024-02-07 ,""478,578296"""
"72323,FR_VILLAZAM,2024-02-01 ,""881,297813"""
"72323,FR_VILLAZAM,2024-02-02 ,""468,473786"""
"72323,FR_VILLAZAM,2024-02-03 ,""335,111517"""
"72323,FR_VILLAZAM,2024-02-04 ,""246,326961"""
"72323,FR_VILLAZAM,2024-02-05 ,""782,978218"""
"72323,FR_VILLAZAM,2024-02-06 ,""556,766499"""
"72323,FR_VILLAZAM,2024-02-07 ,""462,396796"""
"72332,FR_LA BRETAÑA,2024-02-01 ,""1291,032154"""
"72332,FR_LA BRETAÑA,2024-02-02 ,""1001,464856"""
"72332,FR_LA BRETAÑA,2024-02-03 ,""800,62549"""
"72332,FR_LA BRETAÑA,2024-02-04 ,""808,104932"""
"72332,FR_LA BRETAÑA,2024-02-05 ,""1597,562945"""
"72332,FR_LA BRETAÑA,2024-02-06 ,""764,967635"""
"72332,FR_LA BRETAÑA,2024-02-07 ,""858,869002"""
"72333,FR_RODRIGUEZ ZAMBRANO,2024-02-01 ,""787,672631"""
"72333,FR_RODRIGUEZ ZAMBRANO,2024-02-02 ,""330,820036"""
"72333,FR_RODRIGUEZ ZAMBRANO,2024-02-03 ,""213,752257"""
"72333,FR_RODRIGUEZ ZAMBRANO,2024-02-04 ,""102,196861"""
"72333,FR_RODRIGUEZ ZAMBRANO,2024-02-05 ,""296,158337"""
"72333,FR_RODRIGUEZ ZAMBRANO,2024-02-06 ,""320,163113"""
"72333,FR_RODRIGUEZ ZAMBRANO,2024-02-07 ,""240,388069"""
"72335,FR_LLANO GRANDE 2,2024-02-01 ,""669,205048"""
"72335,FR_LLANO GRANDE 2,2024-02-02 ,""343,25842"""
"72335,FR_LLANO GRANDE 2,2024-02-03 ,""312,435937"""
"72335,FR_LLANO GRANDE 2,2024-02-04 ,""312,59896"""
"72335,FR_LLANO GRANDE 2,2024-02-05 ,""777,404766"""
"72335,FR_LLANO GRANDE 2,2024-02-06 ,""536,818959"""
"72335,FR_LLANO GRANDE 2,2024-02-07 ,""292,219878"""
"72340,FR_ARGELIA,2024-02-01 ,""866,186453"""
"72340,FR_ARGELIA,2024-02-02 ,""534,026088"""
"72340,FR_ARGELIA,2024-02-03 ,""539,391773"""
"72340,FR_ARGELIA,2024-02-04 ,""404,289701"""
"72340,FR_ARGELIA,2024-02-05 ,""820,509434"""
"72340,FR_ARGELIA,2024-02-06 ,""694,415264"""
"72340,FR_ARGELIA,2024-02-07 ,""640,221894"""
"72341,FR_RIO CORRIENTES,2024-02-01 ,""541,815571"""
"72341,FR_RIO CORRIENTES,2024-02-02 ,""607,029504"""
"72341,FR_RIO CORRIENTES,2024-02-03 ,""350,880139"""
"72341,FR_RIO CORRIENTES,2024-02-04 ,""483,435612"""
"72341,FR_RIO CORRIENTES,2024-02-05 ,""703,049817"""
"72341,FR_RIO CORRIENTES,2024-02-06 ,""328,966779"""
"72341,FR_RIO CORRIENTES,2024-02-07 ,""285,150983"""
"72350,FR_SYLVANA 2,2024-02-01 ,""1001,059716"""
"72350,FR_SYLVANA 2,2024-02-02 ,""629,980036"""
"72350,FR_SYLVANA 2,2024-02-03 ,""609,233506"""
"72350,FR_SYLVANA 2,2024-02-04 ,""544,375635"""
"72350,FR_SYLVANA 2,2024-02-05 ,""1066,987804"""
"72350,FR_SYLVANA 2,2024-02-06 ,""1072,433173"""
"72350,FR_SYLVANA 2,2024-02-07 ,""601,536324"""
"72354,FR_TERMINAL GUAMANI,2024-02-01 ,""726,798579"""
"72354,FR_TERMINAL GUAMANI,2024-02-02 ,""734,973924"""
"72354,FR_TERMINAL GUAMANI,2024-02-03 ,""413,858313"""
"72354,FR_TERMINAL GUAMANI,2024-02-04 ,""488,719921"""
"72354,FR_TERMINAL GUAMANI,2024-02-05 ,""712,598427"""
"72354,FR_TERMINAL GUAMANI,2024-02-06 ,""502,32579"""
"72354,FR_TERMINAL GUAMANI,2024-02-07 ,""571,361473"""
"72362,FR_PARQUE MALDONADO,2024-02-01 ,""1190,62052"""
"72362,FR_PARQUE MALDONADO,2024-02-02 ,""538,789151"""
"72362,FR_PARQUE MALDONADO,2024-02-03 ,""547,504013"""
"72362,FR_PARQUE MALDONADO,2024-02-05 ,""1487,174704"""
"72362,FR_PARQUE MALDONADO,2024-02-06 ,""946,438142"""
"72362,FR_PARQUE MALDONADO,2024-02-07 ,""614,911533"""
"72363,FR_PINLLOPATA,2024-02-01 ,""1251,638011"""
"72363,FR_PINLLOPATA,2024-02-02 ,""619,033632"""
"72363,FR_PINLLOPATA,2024-02-03 ,""540,342188"""
"72363,FR_PINLLOPATA,2024-02-04 ,""549,167258"""
"72363,FR_PINLLOPATA,2024-02-05 ,""1940,721351"""
"72363,FR_PINLLOPATA,2024-02-06 ,""963,153728"""
"72363,FR_PINLLOPATA,2024-02-07 ,""797,961896"""
"72364,FR_MARIETTA DE VEINTIMILLA,2024-02-01 ,""1159,426381"""
"72364,FR_MARIETTA DE VEINTIMILLA,2024-02-02 ,""867,387615"""
"72364,FR_MARIETTA DE VEINTIMILLA,2024-02-03 ,""481,635904"""
"72364,FR_MARIETTA DE VEINTIMILLA,2024-02-04 ,""566,185773"""
"72364,FR_MARIETTA DE VEINTIMILLA,2024-02-05 ,""1870,334244"""
"72364,FR_MARIETTA DE VEINTIMILLA,2024-02-06 ,""831,473179"""
"72364,FR_MARIETTA DE VEINTIMILLA,2024-02-07 ,""832,613677"""
"72368,FR_LA LOMITA,2024-02-01 ,""1260,692793"""
"72368,FR_LA LOMITA,2024-02-02 ,""795,080737"""
"72368,FR_LA LOMITA,2024-02-03 ,""564,706847"""
"72368,FR_LA LOMITA,2024-02-04 ,""574,036775"""
"72368,FR_LA LOMITA,2024-02-05 ,""1740,323672"""
"72368,FR_LA LOMITA,2024-02-06 ,""682,67405"""
"72368,FR_LA LOMITA,2024-02-07 ,""503,269797"""
"72374,FR_REPUBLICA DOMINICANA,2024-02-01 ,""925,097385"""
"72374,FR_REPUBLICA DOMINICANA,2024-02-02 ,""568,270625"""
"72374,FR_REPUBLICA DOMINICANA,2024-02-03 ,""430,152098"""
"72374,FR_REPUBLICA DOMINICANA,2024-02-04 ,""650,508973"""
"72374,FR_REPUBLICA DOMINICANA,2024-02-05 ,""993,252336"""
"72374,FR_REPUBLICA DOMINICANA,2024-02-06 ,""521,510989"""
"72374,FR_REPUBLICA DOMINICANA,2024-02-07 ,""419,16267"""
"72375,FR_NUEVO DAULE,2024-02-01 ,""1963,130902"""
"72375,FR_NUEVO DAULE,2024-02-02 ,""856,124989"""
"72375,FR_NUEVO DAULE,2024-02-03 ,""851,461451"""
"72375,FR_NUEVO DAULE,2024-02-04 ,""852,498856"""
"72375,FR_NUEVO DAULE,2024-02-05 ,""2378,660339"""
"72375,FR_NUEVO DAULE,2024-02-06 ,""1112,24947"""
"72375,FR_NUEVO DAULE,2024-02-07 ,""1418,590812"""
"72378,FR_PALLATANGA,2024-02-01 ,""751,933458"""
"72378,FR_PALLATANGA,2024-02-02 ,""720,13923"""
"72378,FR_PALLATANGA,2024-02-03 ,""630,556947"""
"72378,FR_PALLATANGA,2024-02-04 ,""1534,151456"""
"72378,FR_PALLATANGA,2024-02-05 ,""1325,946565"""
"72378,FR_PALLATANGA,2024-02-06 ,""669,962007"""
"72378,FR_PALLATANGA,2024-02-07 ,""688,021851"""
"72380,FR_SAN ANTONIO,2024-02-01 ,""611,178065"""
"72380,FR_SAN ANTONIO,2024-02-02 ,""389,897858"""
"72380,FR_SAN ANTONIO,2024-02-03 ,""407,33336"""
"72380,FR_SAN ANTONIO,2024-02-04 ,""271,026626"""
"72380,FR_SAN ANTONIO,2024-02-05 ,""553,056782"""
"72380,FR_SAN ANTONIO,2024-02-06 ,""411,483684"""
"72380,FR_SAN ANTONIO,2024-02-07 ,""534,41882"""
"72381,FR_PARQUE CIVICO,2024-02-01 ,""841,148382"""
"72381,FR_PARQUE CIVICO,2024-02-02 ,""384,321092"""
"72381,FR_PARQUE CIVICO,2024-02-03 ,""420,158194"""
"72381,FR_PARQUE CIVICO,2024-02-04 ,""591,653803"""
"72381,FR_PARQUE CIVICO,2024-02-05 ,""465,036325"""
"72381,FR_PARQUE CIVICO,2024-02-06 ,""392,889979"""
"72381,FR_PARQUE CIVICO,2024-02-07 ,""433,618909"""
"72382,FR_JORGE VILLACRES MOSCOSO,2024-02-01 ,""581,001873"""
"72382,FR_JORGE VILLACRES MOSCOSO,2024-02-02 ,""445,051192"""
"72382,FR_JORGE VILLACRES MOSCOSO,2024-02-03 ,""319,745815"""
"72382,FR_JORGE VILLACRES MOSCOSO,2024-02-05 ,""462,973238"""
"72382,FR_JORGE VILLACRES MOSCOSO,2024-02-06 ,""276,774065"""
"72382,FR_JORGE VILLACRES MOSCOSO,2024-02-07 ,""349,482718"""
"72383,FR_MERCADO CENTRAL DE BALZAR,2024-02-01 ,""988,018681"""
"72383,FR_MERCADO CENTRAL DE BALZAR,2024-02-02 ,""616,58"""
"72383,FR_MERCADO CENTRAL DE BALZAR,2024-02-03 ,""513,541651"""
"72383,FR_MERCADO CENTRAL DE BALZAR,2024-02-04 ,""598,911559"""
"72383,FR_MERCADO CENTRAL DE BALZAR,2024-02-05 ,""967,393518"""
"72383,FR_MERCADO CENTRAL DE BALZAR,2024-02-06 ,""617,158074"""
"72383,FR_MERCADO CENTRAL DE BALZAR,2024-02-07 ,""444,40437"""
"72387,FR_CELSO RODRIGUEZ,2024-02-01 ,""1204,261388"""
"72387,FR_CELSO RODRIGUEZ,2024-02-02 ,""434,090976"""
"72387,FR_CELSO RODRIGUEZ,2024-02-03 ,""886,190685"""
"72387,FR_CELSO RODRIGUEZ,2024-02-04 ,""1079,153284"""
"72387,FR_CELSO RODRIGUEZ,2024-02-05 ,""1234,436344"""
"72387,FR_CELSO RODRIGUEZ,2024-02-06 ,""708,061515"""
"72387,FR_CELSO RODRIGUEZ,2024-02-07 ,""902,770635"""
"72388,FR_RIO CHINCHIPE,2024-02-01 ,""1029,491139"""
"72388,FR_RIO CHINCHIPE,2024-02-02 ,""214,936286"""
"72388,FR_RIO CHINCHIPE,2024-02-03 ,""326,375521"""
"72388,FR_RIO CHINCHIPE,2024-02-04 ,""226,275628"""
"72388,FR_RIO CHINCHIPE,2024-02-05 ,""702,457225"""
"72388,FR_RIO CHINCHIPE,2024-02-06 ,""296,475694"""
"72388,FR_RIO CHINCHIPE,2024-02-07 ,""320,440514"""
"72389,FR_LEONIDAS PROAÑO,2024-02-01 ,""332,226952"""
"72389,FR_LEONIDAS PROAÑO,2024-02-02 ,""251,157196"""
"72389,FR_LEONIDAS PROAÑO,2024-02-03 ,""422,93393"""
"72389,FR_LEONIDAS PROAÑO,2024-02-04 ,""256,34801"""
"72389,FR_LEONIDAS PROAÑO,2024-02-05 ,""535,921146"""
"72389,FR_LEONIDAS PROAÑO,2024-02-06 ,""371,842871"""
"72389,FR_LEONIDAS PROAÑO,2024-02-07 ,""225,561995"""
"72390,FR_PEDRO MENDOZA,2024-02-01 ,""936,207776"""
"72390,FR_PEDRO MENDOZA,2024-02-02 ,""672,494787"""
"72390,FR_PEDRO MENDOZA,2024-02-03 ,""406,048865"""
"72390,FR_PEDRO MENDOZA,2024-02-04 ,""562,855199"""
"72390,FR_PEDRO MENDOZA,2024-02-05 ,""1598,243862"""
"72390,FR_PEDRO MENDOZA,2024-02-06 ,""410,133709"""
"72390,FR_PEDRO MENDOZA,2024-02-07 ,""621,455636"""
"72391,FR_ATUCUCHO,2024-02-01 ,""798,165816"""
"72391,FR_ATUCUCHO,2024-02-02 ,""441,565111"""
"72391,FR_ATUCUCHO,2024-02-03 ,""430,152666"""
"72391,FR_ATUCUCHO,2024-02-04 ,""525,867167"""
"72391,FR_ATUCUCHO,2024-02-05 ,""562,560429"""
"72391,FR_ATUCUCHO,2024-02-06 ,""704,256294"""
"72391,FR_ATUCUCHO,2024-02-07 ,""473,533764"""
"72397,FR_LA ARCADIA 2,2024-02-01 ,""744,56562"""
"72397,FR_LA ARCADIA 2,2024-02-02 ,""533,22533"""
"72397,FR_LA ARCADIA 2,2024-02-03 ,""502,373628"""
"72397,FR_LA ARCADIA 2,2024-02-04 ,""518,276189"""
"72397,FR_LA ARCADIA 2,2024-02-05 ,""817,823994"""
"72397,FR_LA ARCADIA 2,2024-02-06 ,""650,027757"""
"72397,FR_LA ARCADIA 2,2024-02-07 ,""842,555327"""
"72398,FR_HOSPITAL SAGRADO CORAZON DE JESUS,2024-02-01 ,""593,499047"""
"72398,FR_HOSPITAL SAGRADO CORAZON DE JESUS,2024-02-02 ,""401,435845"""
"72398,FR_HOSPITAL SAGRADO CORAZON DE JESUS,2024-02-03 ,""324,155755"""
"72398,FR_HOSPITAL SAGRADO CORAZON DE JESUS,2024-02-04 ,""60,71963"""
"72398,FR_HOSPITAL SAGRADO CORAZON DE JESUS,2024-02-05 ,""504,709662"""
"72398,FR_HOSPITAL SAGRADO CORAZON DE JESUS,2024-02-06 ,""408,844573"""
"72398,FR_HOSPITAL SAGRADO CORAZON DE JESUS,2024-02-07 ,""719,515661"""
"72399,FR_REDONDEL RANCHO BAJO,2024-02-01 ,""997,85899"""
"72399,FR_REDONDEL RANCHO BAJO,2024-02-02 ,""393,894932"""
"72399,FR_REDONDEL RANCHO BAJO,2024-02-03 ,""661,662295"""
"72399,FR_REDONDEL RANCHO BAJO,2024-02-04 ,""556,159582"""
"72399,FR_REDONDEL RANCHO BAJO,2024-02-05 ,""782,785069"""
"72399,FR_REDONDEL RANCHO BAJO,2024-02-06 ,""613,218854"""
"72399,FR_REDONDEL RANCHO BAJO,2024-02-07 ,""424,989118"""
"72404,FR_FRANCISCO MATIS,2024-02-01 ,""893,862685"""
"72404,FR_FRANCISCO MATIS,2024-02-02 ,""530,018836"""
"72404,FR_FRANCISCO MATIS,2024-02-03 ,""843,069278"""
"72404,FR_FRANCISCO MATIS,2024-02-04 ,""448,965307"""
"72404,FR_FRANCISCO MATIS,2024-02-05 ,""907,986642"""
"72404,FR_FRANCISCO MATIS,2024-02-06 ,""756,006952"""
"72404,FR_FRANCISCO MATIS,2024-02-07 ,""580,609892"""
"72405,FR_SAN SILVESTRE,2024-02-01 ,""426,489947"""
"72405,FR_SAN SILVESTRE,2024-02-02 ,""387,463464"""
"72405,FR_SAN SILVESTRE,2024-02-03 ,""433,878381"""
"72405,FR_SAN SILVESTRE,2024-02-04 ,""461,351066"""
"72405,FR_SAN SILVESTRE,2024-02-05 ,""445,271818"""
"72405,FR_SAN SILVESTRE,2024-02-06 ,""597,99265"""
"72405,FR_SAN SILVESTRE,2024-02-07 ,""449,056888"""
"72406,FR_SAMBORONDON PUEBLO,2024-02-01 ,""638,245962"""
"72406,FR_SAMBORONDON PUEBLO,2024-02-02 ,""579,530926"""
"72406,FR_SAMBORONDON PUEBLO,2024-02-03 ,""541,057491"""
"72406,FR_SAMBORONDON PUEBLO,2024-02-04 ,""641,46833"""
"72406,FR_SAMBORONDON PUEBLO,2024-02-05 ,""920,018376"""
"72406,FR_SAMBORONDON PUEBLO,2024-02-06 ,""690,134183"""
"72406,FR_SAMBORONDON PUEBLO,2024-02-07 ,""490,275963"""
"72408,FR_LA PROPICIA 2,2024-02-01 ,""1039,105971"""
"72408,FR_LA PROPICIA 2,2024-02-02 ,""634,497684"""
"72408,FR_LA PROPICIA 2,2024-02-03 ,""386,403084"""
"72408,FR_LA PROPICIA 2,2024-02-04 ,""344,574863"""
"72408,FR_LA PROPICIA 2,2024-02-05 ,""832,553007"""
"72408,FR_LA PROPICIA 2,2024-02-06 ,""478,20348"""
"72408,FR_LA PROPICIA 2,2024-02-07 ,""602,373313"""
"72414,FR_MIGUEL MEDINA,2024-02-01 ,""962,730174"""
"72414,FR_MIGUEL MEDINA,2024-02-02 ,""685,196027"""
"72414,FR_MIGUEL MEDINA,2024-02-03 ,""539,700652"""
"72414,FR_MIGUEL MEDINA,2024-02-04 ,""534,544952"""
"72414,FR_MIGUEL MEDINA,2024-02-05 ,""777,142692"""
"72414,FR_MIGUEL MEDINA,2024-02-06 ,""419,642923"""
"72414,FR_MIGUEL MEDINA,2024-02-07 ,""641,705537"""
"72415,FR_EL EDEN,2024-02-01 ,""661,52702"""
"72415,FR_EL EDEN,2024-02-02 ,""373,571807"""
"72415,FR_EL EDEN,2024-02-03 ,""376,401841"""
"72415,FR_EL EDEN,2024-02-04 ,""379,585462"""
"72415,FR_EL EDEN,2024-02-05 ,""1271,135745"""
"72415,FR_EL EDEN,2024-02-06 ,""552,991982"""
"72415,FR_EL EDEN,2024-02-07 ,""493,247297"""
"72418,FR_MENA DEL HIERRO,2024-02-01 ,""866,291056"""
"72418,FR_MENA DEL HIERRO,2024-02-02 ,""907,674317"""
"72418,FR_MENA DEL HIERRO,2024-02-03 ,""663,288735"""
"72418,FR_MENA DEL HIERRO,2024-02-04 ,""328,199647"""
"72418,FR_MENA DEL HIERRO,2024-02-05 ,""828,040949"""
"72418,FR_MENA DEL HIERRO,2024-02-06 ,""521,649765"""
"72418,FR_MENA DEL HIERRO,2024-02-07 ,""508,436261"""
"72419,FR_ALANGASI,2024-02-01 ,""1082,240953"""
"72419,FR_ALANGASI,2024-02-02 ,""876,003635"""
"72419,FR_ALANGASI,2024-02-03 ,""1012,26883"""
"72419,FR_ALANGASI,2024-02-04 ,""979,669126"""
"72419,FR_ALANGASI,2024-02-05 ,""1502,841842"""
"72419,FR_ALANGASI,2024-02-06 ,""1020,194163"""
"72419,FR_ALANGASI,2024-02-07 ,""950,785719"""
"72424,FR_CARDENAL DE LA TORRE,2024-02-01 ,""1100,46"""
"72424,FR_CARDENAL DE LA TORRE,2024-02-02 ,""847,568687"""
"72424,FR_CARDENAL DE LA TORRE,2024-02-03 ,""318,521277"""
"72424,FR_CARDENAL DE LA TORRE,2024-02-04 ,""467,115248"""
"72424,FR_CARDENAL DE LA TORRE,2024-02-05 ,""767,424284"""
"72424,FR_CARDENAL DE LA TORRE,2024-02-06 ,""598,327065"""
"72424,FR_CARDENAL DE LA TORRE,2024-02-07 ,""383,427394"""
"72427,FR_HIERBA BUENA,2024-02-01 ,""653,395825"""
"72427,FR_HIERBA BUENA,2024-02-02 ,""401,366207"""
"72427,FR_HIERBA BUENA,2024-02-03 ,""312,568878"""
"72427,FR_HIERBA BUENA,2024-02-04 ,""520,124634"""
"72427,FR_HIERBA BUENA,2024-02-05 ,""603,285859"""
"72427,FR_HIERBA BUENA,2024-02-06 ,""314,971068"""
"72427,FR_HIERBA BUENA,2024-02-07 ,""434,260102"""
"72428,FR_PLAZA LIBERTAD,2024-02-01 ,""419,918414"""
"72428,FR_PLAZA LIBERTAD,2024-02-02 ,""399,059221"""
"72428,FR_PLAZA LIBERTAD,2024-02-03 ,""291,766206"""
"72428,FR_PLAZA LIBERTAD,2024-02-04 ,""366,578804"""
"72428,FR_PLAZA LIBERTAD,2024-02-05 ,""667,905004"""
"72428,FR_PLAZA LIBERTAD,2024-02-06 ,""386,861263"""
"72428,FR_PLAZA LIBERTAD,2024-02-07 ,""291,685902"""
"72429,FR_PUENTE 9,2024-02-01 ,""925,606463"""
"72429,FR_PUENTE 9,2024-02-02 ,""537,484229"""
"72429,FR_PUENTE 9,2024-02-03 ,""473,819826"""
"72429,FR_PUENTE 9,2024-02-04 ,""433,969511"""
"72429,FR_PUENTE 9,2024-02-05 ,""1291,756937"""
"72429,FR_PUENTE 9,2024-02-06 ,""978,228722"""
"72429,FR_PUENTE 9,2024-02-07 ,""755,530984"""
"72436,FR_EL CORAZON,2024-02-01 ,""767,057819"""
"72436,FR_EL CORAZON,2024-02-02 ,""397,929895"""
"72436,FR_EL CORAZON,2024-02-03 ,""466,160669"""
"72436,FR_EL CORAZON,2024-02-04 ,""204,397973"""
"72436,FR_EL CORAZON,2024-02-05 ,""903,619338"""
"72436,FR_EL CORAZON,2024-02-06 ,""481,038151"""
"72436,FR_EL CORAZON,2024-02-07 ,""555,586048"""
"72444,FR_LA TOLITA,2024-02-01 ,""818,55182"""
"72444,FR_LA TOLITA,2024-02-02 ,""418,929477"""
"72444,FR_LA TOLITA,2024-02-03 ,""437,093095"""
"72444,FR_LA TOLITA,2024-02-04 ,""230,795639"""
"72444,FR_LA TOLITA,2024-02-05 ,""829,810473"""
"72444,FR_LA TOLITA,2024-02-06 ,""595,073968"""
"72444,FR_LA TOLITA,2024-02-07 ,""545,529786"""
"72450,FR_ ARCANGEL MIGUEL,2024-02-01 ,""1309,075926"""
"72450,FR_ ARCANGEL MIGUEL,2024-02-02 ,""894,814827"""
"72450,FR_ ARCANGEL MIGUEL,2024-02-03 ,""466,24039"""
"72450,FR_ ARCANGEL MIGUEL,2024-02-04 ,""782,280552"""
"72450,FR_ ARCANGEL MIGUEL,2024-02-05 ,""1525,952901"""
"72450,FR_ ARCANGEL MIGUEL,2024-02-06 ,""934,846815"""
"72450,FR_ ARCANGEL MIGUEL,2024-02-07 ,""761,588954"""
"72451,FR_SAN JUAN DE CUMBAYA,2024-02-01 ,""409,642924"""
"72451,FR_SAN JUAN DE CUMBAYA,2024-02-02 ,""123,219193"""
"72451,FR_SAN JUAN DE CUMBAYA,2024-02-03 ,""188,819165"""
"72451,FR_SAN JUAN DE CUMBAYA,2024-02-04 ,""168,291928"""
"72451,FR_SAN JUAN DE CUMBAYA,2024-02-05 ,""726,661453"""
"72451,FR_SAN JUAN DE CUMBAYA,2024-02-06 ,""154,026818"""
"72451,FR_SAN JUAN DE CUMBAYA,2024-02-07 ,""191,366546"""
"72454,FR_JOSE DE OROZCO,2024-02-01 ,""720,770942"""
"72454,FR_JOSE DE OROZCO,2024-02-02 ,""224,373389"""
"72454,FR_JOSE DE OROZCO,2024-02-03 ,""310,1332"""
"72454,FR_JOSE DE OROZCO,2024-02-04 ,""37,630303"""
"72454,FR_JOSE DE OROZCO,2024-02-05 ,""743,252623"""
"72454,FR_JOSE DE OROZCO,2024-02-06 ,""292,928998"""
"72454,FR_JOSE DE OROZCO,2024-02-07 ,""275,001799"""
"72455,FR_PLAZA DAVALOS,2024-02-01 ,""1206,015029"""
"72455,FR_PLAZA DAVALOS,2024-02-02 ,""463,377863"""
"72455,FR_PLAZA DAVALOS,2024-02-03 ,""572,615191"""
"72455,FR_PLAZA DAVALOS,2024-02-04 ,""509,930394"""
"72455,FR_PLAZA DAVALOS,2024-02-05 ,""1229,502779"""
"72455,FR_PLAZA DAVALOS,2024-02-06 ,""667,359105"""
"72455,FR_PLAZA DAVALOS,2024-02-07 ,""790,461299"""
"72458,FR_DAMMER 2,2024-02-01 ,""710,551933"""
"72458,FR_DAMMER 2,2024-02-02 ,""266,410304"""
"72458,FR_DAMMER 2,2024-02-03 ,""443,974311"""
"72458,FR_DAMMER 2,2024-02-04 ,""353,965229"""
"72458,FR_DAMMER 2,2024-02-05 ,""717,067348"""
"72458,FR_DAMMER 2,2024-02-06 ,""289,593632"""
"72458,FR_DAMMER 2,2024-02-07 ,""328,539503"""
"72459,FR_DEL VALLE 2,2024-02-01 ,""1035,510936"""
"72459,FR_DEL VALLE 2,2024-02-02 ,""258,688708"""
"72459,FR_DEL VALLE 2,2024-02-03 ,""373,043645"""
"72459,FR_DEL VALLE 2,2024-02-04 ,""485,940275"""
"72459,FR_DEL VALLE 2,2024-02-05 ,""1092,38781"""
"72459,FR_DEL VALLE 2,2024-02-06 ,""784,558422"""
"72459,FR_DEL VALLE 2,2024-02-07 ,""706,402965"""
"72460,FR_PRINCESA TOA 2,2024-02-01 ,""436,361353"""
"72460,FR_PRINCESA TOA 2,2024-02-02 ,""564,209309"""
"72460,FR_PRINCESA TOA 2,2024-02-03 ,""333,865699"""
"72460,FR_PRINCESA TOA 2,2024-02-04 ,""296,685375"""
"72460,FR_PRINCESA TOA 2,2024-02-05 ,""824,861622"""
"72460,FR_PRINCESA TOA 2,2024-02-06 ,""409,862617"""
"72460,FR_PRINCESA TOA 2,2024-02-07 ,""337,560005"""
"72461,FR_USHIMANA,2024-02-01 ,""822,025438"""
"72461,FR_USHIMANA,2024-02-02 ,""407,940643"""
"72461,FR_USHIMANA,2024-02-03 ,""577,361827"""
"72461,FR_USHIMANA,2024-02-04 ,""606,508037"""
"72461,FR_USHIMANA,2024-02-05 ,""932,706847"""
"72461,FR_USHIMANA,2024-02-06 ,""637,495776"""
"72461,FR_USHIMANA,2024-02-07 ,""416,963365"""
"72471,FR_EL ANGEL CARCHI,2024-02-01 ,""874,383073"""
"72471,FR_EL ANGEL CARCHI,2024-02-02 ,""479,712791"""
"72471,FR_EL ANGEL CARCHI,2024-02-03 ,""408,049324"""
"72471,FR_EL ANGEL CARCHI,2024-02-04 ,""306,749567"""
"72471,FR_EL ANGEL CARCHI,2024-02-05 ,""1058,8552"""
"72471,FR_EL ANGEL CARCHI,2024-02-06 ,""812,898182"""
"72471,FR_EL ANGEL CARCHI,2024-02-07 ,""761,514608"""
"72472,FR_SYLVANA 1,2024-02-01 ,""2791,373887"""
"72472,FR_SYLVANA 1,2024-02-02 ,""567,577612"""
"72472,FR_SYLVANA 1,2024-02-03 ,""681,135315"""
"72472,FR_SYLVANA 1,2024-02-04 ,""473,655218"""
"72472,FR_SYLVANA 1,2024-02-05 ,""1015,471248"""
"72472,FR_SYLVANA 1,2024-02-06 ,""850,71111"""
"72472,FR_SYLVANA 1,2024-02-07 ,""706,195358"""
"72474,FR_CENTRO LATACUNGA,2024-02-01 ,""418,081527"""
"72474,FR_CENTRO LATACUNGA,2024-02-02 ,""232,121681"""
"72474,FR_CENTRO LATACUNGA,2024-02-03 ,""409,974599"""
"72474,FR_CENTRO LATACUNGA,2024-02-04 ,""259,715866"""
"72474,FR_CENTRO LATACUNGA,2024-02-05 ,""511,041207"""
"72474,FR_CENTRO LATACUNGA,2024-02-06 ,""405,751717"""
"72474,FR_CENTRO LATACUNGA,2024-02-07 ,""396,92348"""
"72477,FR_MERCADO SAN ALFONSO,2024-02-01 ,""616,684939"""
"72477,FR_MERCADO SAN ALFONSO,2024-02-02 ,""269,564977"""
"72477,FR_MERCADO SAN ALFONSO,2024-02-03 ,""396,607053"""
"72477,FR_MERCADO SAN ALFONSO,2024-02-04 ,""293,139155"""
"72477,FR_MERCADO SAN ALFONSO,2024-02-05 ,""917,765834"""
"72477,FR_MERCADO SAN ALFONSO,2024-02-06 ,""428,668192"""
"72477,FR_MERCADO SAN ALFONSO,2024-02-07 ,""372,868685"""
"72481,FR_MIRADOR SAN JUAN 2,2024-02-01 ,""687,231591"""
"72481,FR_MIRADOR SAN JUAN 2,2024-02-02 ,""380,560546"""
